id,time,pH,group
1,2,6.5,solid
1,5,6.3,solid
1,10,6.1,solid
1,15,6.2,solid
1,20,6.3,solid
1,30,6.6,solid
2,2,6.6,dotted
2,5,6.4,dotted
2,10,6.3,dotted
2,15,6.4,dotted
2,20,6.5,dotted
2,30,6.7,dotted
